restaurant,positive,negative
-LUU068V-C0A0qeptf4Dtg,0.03923357664233577,0.021897810218978103
-LgWXo-BtSDGsp2lk3KVYA,0.04671532846715328,0.020437956204379562
-LiW85ngLoR1lEmz7X93XQ,0.04130262112787927,0.017474185861795076
-Lp6SaysGkzW9BdmgfCEHw,0.046875,0.021875
-LxfLVK0x5dBxjM4Y8DBNA,0.009055627425614488,0.03492884864165589
-M3ym49CjhILGvWWYW-rcg,0.06042884990253411,0.009746588693957114
-MV3DQZv9igVp11LERiPZQ,0.04294901240238861,0.02641249425815342
-MWhziqWiQ9wIJkPDluxig,0.047527296082209375,0.01605651894669236
-MpQfdxV_S5Ees7f5XL1AQ,0.03608847497089639,0.02211874272409779
-NCZMnAWcsXYrGAaqtD4sg,0.020210896309314587,0.022847100175746926
-NGzVth5kY4kXK_NtO5ktg,0.07089241034195162,0.014178482068390326
-NHo8mwUgtgu6ehgGH43DQ,0.018699910952804988,0.031611754229741766
-NKkPTYeDYqV6cdWskHpNQ,0.05515587529976019,0.015587529976019185
-NxKjJd6AtxIK8O6VQgfEw,0.048034934497816595,0.017467248908296942
-OG-Hzu81ZACM6zbydzN7Q,0.041590493601462525,0.018281535648994516
-ONT62Sbc6_cqBmYtyvFUQ,0.04336399474375821,0.018396846254927726
-Oul0m6mZofG5gxor27dLg,0.03540772532188841,0.023605150214592276
-PCNIoZADwOB2mXrqTQMqg,0.040758077406096584,0.018495262016211895
-PFfrRchQ9ShD5s2yv8n4Q,0.038267148014440436,0.018772563176895306
-Pl-22e9s5qQC8TdESas5Q,0.047787610619469026,0.010619469026548672
-Q4i6Wh4x2S-peFSwNnf8w,0.04592720970537262,0.012131715771230503
-QG660n5f4uiVpeyHdwnHQ,0.0646900269541779,0.0215633423180593
-Qiu3sMpjY092pVWlH3K3A,0.03153988868274583,0.03153988868274583
-QuBaSAqLo_7X_oxICHXgQ,0.05285714285714286,0.010714285714285714
-RaLUTknGe8ZDk0UC2LgBw,0.0663354763296318,0.013150204558737581
-RcVqtLDw3QwHbB_7Gw0MQ,0.05046343975283213,0.006179196704428424
-Re8glHgG8mSAQvW2e6E3Q,0.040983606557377046,0.014754098360655738
-RyZgaiT7aj_3zKKSZWLsA,0.05112474437627812,0.022494887525562373
-S2JPNrZw6Y4OZmx1x93Og,0.05533737950731882,0.010710460549803642
-SBq-0X2qPKuIQy_bruTxg,0.03998621165115478,0.016890727335401586
-SGcksq-CkWB-GzpV4FZBw,0.04182509505703422,0.015842839036755388
-SIcMYn40RwcY7dGU0HtEQ,0.02196704942586121,0.014977533699450823
-SSHEmYiMQgEpyEFKq6tLg,0.035737077217613274,0.023611997447351627
-ST8HDV7x3A6_Aa4vUuEIA,0.0465190888675008,0.015399422521655439
-SV0_ls80H-kuQ0e6ACT2w,0.04579762057055136,0.016118715619802992
-Sjrz1Mt9RY4r6ibxzGs0Q,0.061274509803921566,0.015931372549019607
-SkwKPbo5oK1-NtKkupNvw,0.03582395087001024,0.015353121801432957
-SwQdwpRp5SL02_QngCGFQ,0.0539568345323741,0.007194244604316547
-TX5Jltn6tuuzQacuhlYJQ,0.016216216216216217,0.024024024024024024
-TZYiWzeYovWZSeRZ_H-nA,0.018328118015198926,0.03352704514975414
-TZiIqx9Glsq90zVm5Xr3g,0.05132939438700148,0.01827917282127031
-Th7Avg3VRJliWTXtzbffQ,0.051130653266331656,0.019597989949748745
-Ty3gImjPGD2Ubt9GVqH-Q,0.03276353276353276,0.014245014245014245
-UJ9Z8eTtuM155jjJ8z8RA,0.06486101211689238,0.014255167498218105
-UOTqjUW2nOClLSaPFCEEA,0.04668701741784881,0.01813611061231819
-UuD2pRs9_ifSw8gZfu9TA,0.05070754716981132,0.01729559748427673
-UwcUtTKRbkWHJhZgvsPdA,0.051647373107747106,0.013357079252003561
-VLRsUp75qeblZ4ftgUTGQ,0.016585365853658537,0.025365853658536587
-VVETvfXmdqtoJIwCRwJ3A,0.04595773230459577,0.01777926870177793
-VVUUPK0ytYjpJ_S76wQYg,0.046132008516678494,0.0220014194464159
-W-gmM3IgB_FvvqisksjvQ,0.04329004329004329,0.01645021645021645
-W502FoH_P__pHnhtnbWPw,0.045697617890131256,0.01701507049100632
-WAEQS2ccwlgd_Vu1PsrzQ,0.05394808004326663,0.01325040562466198
-WEVjWrhLB_vDmeeuPcN-A,0.045989304812834225,0.020320855614973262
-WHeIMs20PnSxEzzbxqtSw,0.02401874633860574,0.021675454012888107
-WNh1FpIhlgDJR-l859iAA,0.059322033898305086,0.020338983050847456
-W_qaq_GEqhrNS7f2N-wZw,0.03519061583577713,0.008797653958944282
-XJPlmxK3Vk4yLK3FaNQSg,0.038866930171278,0.017786561264822136
-XOAzMXCWX8BvxFAcrfpTA,0.05923694779116466,0.014725568942436412
-XoA6HNt8fxeTQ4zLHxnrQ,0.060362173038229376,0.01609657947686117
-Xq6ruGk0U3inDf7BOX1YA,0.047013551949138366,0.021248117784841893
-Y05u1a6-usn8jHBRdATMg,0.031945788964181994,0.02032913843175218
-YX1ipuGO1PXKoSoPQvF1g,0.04376548307184145,0.018166804293971925
-Yf0yJagcy-SNnJn11KGzA,0.05063291139240506,0.014118792599805257
-YirpyIrihkD5zsJ4g4WRw,0.05705604321404457,0.01350438892640108
-Z7xYO-k5nyFTFg8nks8PQ,0.041707080504364696,0.028128031037827354
-Zd0WFQej8-ooDexvdsG3g,0.03595206391478029,0.017976031957390146
-Zr7GOTQ8FmzdY6xCYD7gQ,0.05810810810810811,0.014864864864864866
-_GnwXmzC3DXsHR9nyaC2g,0.04800358905338717,0.019291161956034097
-a76rxthgKkHTy_Xh8LCKg,0.037902264600715135,0.019785458879618592
-aIAg0h9jf90BEJdj62zxg,0.03380174705658944,0.02278769464489176
-aRu1BAs4mWiWL6keT_I3A,0.05928063943161634,0.009547069271758437
-aW0gBmmDzsHIoxDS-PyzQ,0.05139664804469274,0.01564245810055866
-amHN1a7AvrekvbcSdq8GQ,0.02891566265060241,0.01927710843373494
-bC1fMN5kQgFruzUR8E_RA,0.0425531914893617,0.016548463356973995
-bCDjwbIm-2Hy1yOBwGZyQ,0.07230255839822025,0.008898776418242492
-bGYHtDX_F4AdO3e8uwEPw,0.024771838331160364,0.010430247718383311
-bMEFU11qz6PHz9eOGNniw,0.019030079803560467,0.01841620626151013
-bOmRRhtdCiRzhPGEV63xw,0.05155987296842892,0.01232953484027648
-bWVX7AXbxv_KQ8-L2FbcA,0.07414104882459313,0.0216998191681736
-bjdCwpumWJIE9BsqAdGzw,0.05864811133200795,0.011928429423459244
-bu0xUnlhHWl_6Tv2gXNNQ,0.029946720558515525,0.02406760977402168
-bxpL8mmiZijlZmjfGiZ5w,0.023579013116801998,0.018269831355402874
-cRgGGJyuToHGVMCnFkC6w,0.020013802622498276,0.029675638371290544
-cmLahbAhCgi-Zw24eQvqg,0.05046197583511016,0.01279317697228145
-dNzrtdgR9v5kbqxw0ZKoA,0.05673617677798238,0.015925944358731896
-dhA-gZ6mUh5wpJ1ki_czw,0.04031209362808843,0.02860858257477243
-eBEdPCXfrBrgsESqYOUlg,0.05902192242833052,0.009106239460370995
-eEgm7kEuzftek33-CdUWw,0.029977516862353237,0.02473145141144142
-eOMS3-RIZw-P3l_1dvaoQ,0.0423572744014733,0.008287292817679558
-ed2vuhezdobe5hJNQmv7g,0.028304557033682422,0.013869232946504387
-eytVP937KTwxT9ugaSZQw,0.046086320409656184,0.019019751280175568
-f1MkBhdZZoa50BhAib4UQ,0.05013927576601671,0.018570102135561744
-f8AGeQAcLvYtJAqGK2euA,0.07333333333333333,0.016666666666666666
-fOm_lzGhqZ20lz_F9wtBg,0.03211009174311927,0.040137614678899085
-fQkHDRvZq5YBZC86S2DsQ,0.0620253164556962,0.016455696202531647
-fnPRC7fd0wBHWBBtg1J7A,0.033205619412515965,0.015964240102171137
-ft4YJMSe7VNwJWGg1qapA,0.04779411764705882,0.009191176470588236
-gdR559hH89jagbHzZb10w,0.06604938271604938,0.010905349794238683
-h7ULiF-mwj9PMt7OjaHVQ,0.052455357142857144,0.014136904761904762
-hdRA7xgZPnDozuYhkFycg,0.022973137231068433,0.024067096146833597
-hsyVVMMd5XsDv4fvYBXpA,0.05924300603400987,0.009873834339001646
-i20Yl0MTUr-i1N-58-JJA,0.0783078307830783,0.0144014401440144
-iCylmVN2t346RH8G1SDEg,0.05301748448956571,0.015792442188381276
-iVKx5CeFQlDy3PgfSpHpA,0.06057983556901774,0.013846819558632626
-i_s7GRWGbtEBFrWeVG8eg,0.06256206554121152,0.004965243296921549
-ijYRtgrvG1HhsWzTVnqJw,0.03208556149732621,0.016042780748663103
-jQOsyXnAMKu6ND7ongXFg,0.05326485693323551,0.014820249449743214
-jV7ujt-wjD9XyudoXAAEg,0.058169375534645,0.01454234388366125
-jXzp6J_c-DMHjI54k4YNg,0.02933780385582565,0.02179379715004191
-jYTujqBWxRlyhEiLoq9Nw,0.04591836734693878,0.00510204081632653
-jisMAcgKMLj9xmB6gU73w,0.022144522144522144,0.028554778554778556
-k1F3JbknF7Mt4urqt8O4Q,0.06284153005464481,0.01639344262295082
-kJwOl_7dp2FGRHkx7wnaA,0.04105571847507331,0.017595307917888565
-kPDlMIs5DBkQgxWaWvvBQ,0.053497942386831275,0.01440329218106996
-kcM672owPBvJzDqQ4My_Q,0.05774946921443737,0.008067940552016985
-kcNBBcGKrzX5tWeXCrozQ,0.023350253807106598,0.019289340101522844
-kiSkzZJ79pRWOB6mz5-MQ,0.02592435189120272,0.018912027199320017
-lG6MDnkJXS_0xoTS7uRUA,0.04286489419424851,0.017905588714053174
-liZt9xZNvnT0tHW0XTwQA,0.05339049103663289,0.013639906469212782
-lnkoNkcmE005fVA0ZxKZQ,0.06836248012718601,0.01589825119236884
-lwCS_ux0sS4GQsvT8oIXw,0.0388021931674399,0.02446225221425559
-mGBtX6pXeaaj6bsEMuAdw,0.02682763246143528,0.025486250838363516
-mfXITJ8BWn595vl_3pleg,0.044263775971093045,0.024390243902439025
-mkYw8bj6B9CDqkm6iTsSg,0.05591225254146603,0.017388978063135368
-mutDh9xWRk_ptJtpk75RA,0.050173010380622836,0.01124567474048443
-n60Cdc4smLD3dVdXhrztg,0.05147615442846329,0.012112036336109008
-nIUhkYMRGQtAm_LOC7itQ,0.03467153284671533,0.016423357664233577
-nXW45meisgti_VRqFjZnA,0.07268722466960352,0.015418502202643172
-naJRqkmbos0UeWApfEvtw,0.05392275929074569,0.01554529997571047
-oCYfB-JL3Yc_RECg4B1Qw,0.0524481740923799,0.017565693560430962
-oJLtknmsDJyQhqzSdx1Dg,0.029953917050691243,0.021889400921658985
-oTCq955oEeLasVoVN5tZw,0.02233009708737864,0.017475728155339806
-oun-dnrRXlaE0c3p0angw,0.051141352063213345,0.016022827041264266
-p32HM0fHq42eGkE85utpA,0.031341821743388835,0.015670910871694418
-p5x2Q2kmYe12NsNQ7iBPg,0.05673341185708677,0.00745975657636435
-p9F79UO0SUYSEhMC0ZLKw,0.04784172661870503,0.02302158273381295
-pQ5qnHYI0MBptcSbjmmyw,0.08498023715415019,0.007905138339920948
-prVg4LU0W3_K6krvM9QIg,0.05032679738562092,0.02679738562091503
-qjkQHH-5O8BAztc6udOuw,0.05211848518935133,0.01274840644919385
-rEA553gskIEHZteI5RExQ,0.04408395197507103,0.022912656951700118
-rKGFT-zCQsFrQNj5uWnRg,0.04768683274021352,0.023487544483985764
-rXN28OjNdHPfO_5AukK-Q,0.04577656675749319,0.011989100817438692
-rfxpW-yQOWm-ZkbM8C6pQ,0.050112612612612614,0.026182432432432432
-rrC8RtPvvhUPcQFHXVDNQ,0.06698564593301436,0.012987012987012988
-s6yGpeBmSZGsXJtafPIpw,0.05759803921568627,0.007352941176470588
-sBWSqSxp8Y1lvW3wTEnJg,0.027315914489311165,0.0332541567695962
-sSXWSjauBuM_lC5AdTXwA,0.05054263565891473,0.012299741602067184
-sXg4av3KeRkscj-fgUOzw,0.025016035920461834,0.013470173187940988
-sXyVaFZKijcE1H-o6xvhw,0.02756244616709733,0.03186907838070629
-soXWFT__zyxOr93SHBM0A,0.0244173140954495,0.023307436182019976
-tH8utmC-EMhvcZ5xD9TCA,0.0582084349947717,0.015684907633321716
-tMxROOXH8U5mhanXTDZxw,0.03376857271499325,0.03376857271499325
-tXQjpXK-dVFe7FPpRhtfQ,0.050387596899224806,0.014534883720930232
-tZu7dFqxkUXASp2AHaeZw,0.05832449628844114,0.014846235418875928
-tpAK8xfIke0V_W4AFrdKg,0.053036126056879324,0.015372790161414296
-tqdY1uCR14ucTfmh7xwnQ,0.05,0.02
-uVODOoFX1RakEWsXfznYA,0.02937720329024677,0.03290246768507638
-uy7MSJkn2a8a7qYDx8iHQ,0.029784537389100127,0.022813688212927757
-uzBQmCH8nqXGhBJJ7_npg,0.04475982532751092,0.017467248908296942
-vMXTaYR6sf_VWDH_rsC_g,0.06361770741717972,0.017883318674875404
-vPk_T1qQe3iR7cbij5Vsg,0.06642402183803457,0.02456778889899909
-vVzKNaf0bTeIErA2VFwyQ,0.06302996042962125,0.010457885811192764
-vWMrQ5vqyrvkq9YfoPu-g,0.031029619181946404,0.018335684062059238
-vZuV41B4J6kWNY1X3STXg,0.033752481800132364,0.021178027796161483
-vsysIFoJ_Gt_Oj5o-ez1A,0.04253785147801009,0.015861571737563085
-wQHhs4pPnDPHXboTEtDnQ,0.04144298904874383,0.023405625939445996
-wYVSpfXpqojw3WjoUFIUQ,0.03514669926650367,0.023227383863080684
-waa6lH9SmAkaKiLx74_FA,0.05675744464240265,0.015525579027742428
-x1txWSEsBG38hMHOTTAPg,0.042416452442159386,0.028277634961439587
-x4Rg9SAF3h57eRKQJlYyQ,0.03742690058479532,0.012085769980506823
-x5svf11xqro9oTItQOMfw,0.040955631399317405,0.01820250284414107
-xOnBbdyP-zBj6f5bhIrMQ,0.03616133518776078,0.015994436717663423
-xVnuKnXU6q1QdYI5RjfiQ,0.02330226364846871,0.02996005326231691
-xgd4Gcq2a9BPJSHcEcn8g,0.052837820755909495,0.01719125268613323
-yY6-4IdWnMgcDv4xdzigw,0.04342581423401689,0.013268998793727383
-ya8D3dUj_3oAdUVjcGITg,0.0388086642599278,0.015342960288808664
-yeOe0N4AwSKh1S-COXpwA,0.050505050505050504,0.019528619528619527
-yuqQs7H9yZQFumN7KzgEw,0.044061302681992334,0.019157088122605363
-yycZWgxHu3HonoqCy88-g,0.04028436018957346,0.018957345971563982
-zDhzQ0LXN6keehHcnTo6Q,0.051839464882943144,0.026755852842809364
-zLAz3B5bCg4RX_VA79WqA,0.02508361204013378,0.019732441471571906
-zThZxL7OS8gP_U3qgJJzQ,0.07475728155339806,0.000970873786407767
-zd0B8CJEW-vlAwjTRBogw,0.09045226130653267,0.005025125628140704
-zf63StI5NdU6OkpCexz1g,0.05847953216374269,0.014619883040935672
0-34zXQk2yUOIlAjDn6row,0.027293404094010616,0.017437452615617893
0-ATDOhApA6qg17vpIzQkg,0.0449438202247191,0.025280898876404494
0-BNWYed3kyQ1EgSwnBATw,0.06643757159221077,0.008018327605956471
0-GMrR9o3imO59-X4FB0cQ,0.03724315068493151,0.014982876712328766
0-RSvKO0-HVfXRbgwLEA7w,0.05398457583547558,0.012853470437017995
0-tm9R95koBIepVXl2vROg,0.023547880690737835,0.029827315541601257
0-wnNVULN6FYyiah4n2AEQ,0.02464788732394366,0.02464788732394366
00-EOeq-gRkenfuQ9WVzuw,0.05809575040344271,0.010220548682087143
003O_Z6sbCd1rUJG3-JViA,0.03196227403720199,0.018600995546240503
00eGFmgAw_nP1mPC6skRvg,0.051159072741806554,0.019184652278177457
00yOZF55RMZ8EDev2tJ2Gg,0.05151098901098901,0.009615384615384616
017XIDvRwUk0ENedJbS8rw,0.022909507445589918,0.02004581901489118
01JZfxkou2gCrKRTrL8Eyw,0.037200121469784395,0.01806863042818099
01MTAhAofw3Yu_pGr1j5tg,0.04632352941176471,0.012745098039215686
01Qx8r0vgFkG95q51U_3bw,0.05235602094240838,0.010471204188481676
01aSaeXNaUppB05hOY1esQ,0.05690298507462686,0.013059701492537313
027mgHAd4sayA8nY-7qU7Q,0.0472027972027972,0.022727272727272728
02cGvRTfVXeHWYkoiyj6wA,0.046511627906976744,0.009513742071881607
035XcNrfyvSCP12SBgv6Vg,0.05220288781932617,0.014439096630877453
03TKSfrbrC8r8SM__-e15w,0.02368421052631579,0.013157894736842105
03o1CqC4vkPbEvS02AnZXg,0.06098654708520179,0.011659192825112108
045zB--ww7ChCpVn87fREQ,0.029272151898734177,0.02531645569620253
04hJKTsk-Bte5tf6Z-tl0Q,0.05360281195079086,0.008787346221441126
04j4HtImunV8ceq1SL9voA,0.02097902097902098,0.02097902097902098
04sQHRjmHhv_gxNNfuFa0g,0.051268498942917545,0.007928118393234672
04u1vBEqfS9MdsKHFO8trw,0.04227212681638045,0.018494055482166448
05AMJAN1-xSfxzKDGpkzQQ,0.059154269649759866,0.010659482253719104
06Py1pH7IqL--eQL5ddocg,0.05039112243041659,0.022557758777515008
06T7cI-8vpENSHmPfm3H8w,0.044661549197487785,0.0157013258897418
06feX4qEHFMcPZsiWtvYfw,0.060279096532872965,0.015249604373471443
071TGQyQC5Em6aBh9FEqgw,0.03977168109003867,0.01712391824709998
072eGfBD0DbNqUYKuP1djQ,0.02338811630847029,0.028445006321112517
072g62tCaUW7hYv4bcLSDQ,0.04652686762778506,0.01474442988204456
07VwweSmOMqPuFbi9MO4fw,0.0593607305936073,0.0045662100456621
07vrOVXqxUC4qIKvVVah7g,0.040371259816966314,0.017005257350554942
07zRD6SOwvX1ivSCCqd-iA,0.05857019810508183,0.0103359173126615
083EkP5QPXRzsjQlHRP9NQ,0.049160671462829736,0.02038369304556355
08M1VgrSf__E1QjY0gF1SQ,0.04972804972804973,0.017094017094017096
08n38tS38iznDwL_XtA2FQ,0.06638714185883997,0.013277428371767994
08wLD2pUdZV73zHywMpREA,0.0509448223733938,0.010582010582010581
08xNWFnK7VoMjjQSEqd2Qw,0.049440298507462684,0.024253731343283583
09DBl9SoJbXz3Bwk5MeLLw,0.016092603049124788,0.024280067758328628
09ElXPPa_pP0PUQwTN2eCg,0.031688990525971905,0.018131329630839594
09ogiDVXAMaywu5NWFRyHg,0.025052928722653495,0.024700070571630206
09pqJ_9HmzZqZdbmWaZaEg,0.050620821394460364,0.014804202483285577
09rzPqw86czhPkCI-V0wuw,0.03755588673621461,0.018479880774962744
09y5dixaWBbf8lBQQFsQcw,0.04189435336976321,0.012750455373406194
09yNGK9-PRKlsAlLl689bA,0.02211271165024008,0.018448319433914583
09ynzfWNP6r0QjO9pn_kSw,0.058648339060710195,0.009621993127147767
0A80IDh1Ag7jW4_D9sjQPQ,0.05001302422505861,0.016150039072675176
0A9fkRm9_ou03ES0HBda2Q,0.06716417910447761,0.011194029850746268
0AOdsO0aRRRlwxH_MGeoWg,0.04921394395078606,0.016404647983595352
0ARplX_eFn6surHm1L-3yw,0.03483973720883934,0.018713915986462274
0AgFKqCVqTULryA9Y2CpMQ,0.07096774193548387,0.01137521222410866
0AzLzHfOJgL7ROwhdww2ew,0.049700299700299704,0.017232767232767232
0B0Y0KzkxxWoz6x6a1Nb8g,0.06203641267700607,0.008766014834794335
0BGoel6on7yGvojzOqOEAQ,0.04958863969345204,0.012171757015665502
0BO6j0MPEAsithl06PsMwg,0.02768166089965398,0.03460207612456748
0BOhkJiimIHu8KGTzoPYvw,0.01638311279143037,0.02520478890989288
0BaLr7VUYxzQ-XLy4rofgg,0.023986765922249794,0.03722084367245657
0BlJNW8VX3OvxSY0uhlYbg,0.034607778510217534,0.01845748187211602
0C9ylJ7XRYjU8bXlf80qHA,0.06060606060606061,0.02097902097902098
0C_5wP0RB8jK_hGSukY4Xg,0.02936857562408223,0.022026431718061675
0CtRVfxVKJyQyELVvquAHg,0.04924242424242424,0.026515151515151516
0D57RJ_ToBdQWHan73IBow,0.025684931506849314,0.012842465753424657
0DFbYphNk9YKoTeoysPLvA,0.044997281131049484,0.02025557368134856
0DSmANxePsNKZTrWJ2t7HA,0.060263653483992465,0.015065913370998116
0DnXF161WDK4QIdk-a8LXA,0.04334451901565996,0.02069351230425056
0Dq22GAKWohtni_c6-B5JA,0.05180533751962323,0.006279434850863423
0EMZIl4i741BJ0SVoNqV0w,0.03517110266159696,0.03231939163498099
0EaW2YIN0XGMYxvR1N-DjA,0.02605071205279611,0.02153525529697812
0EiJh5yw75hgNozbt5LnXA,0.04867107771672087,0.013681731524055175
0Ek7RT3O1DVq0T7bo3TBTQ,0.05967213114754098,0.014426229508196721
0F3LEU42pE0c56o0EpXW-Q,0.037579704246370915,0.01628001628001628
0F9s9bzYP7oR3DKUOBIqbQ,0.07530864197530865,0.006172839506172839
0HqoqefcvxXGY0-oqPw76A,0.035479151426481344,0.015362106803218726
0I2r5fNn91bWVASnTA6-EQ,0.07517482517482517,0.012237762237762238
0IAceOrZ_Q1nOfU5TV6vuA,0.04422869471413161,0.019417475728155338
0IWCmdWbv1w-5IgpKqtY8A,0.03278688524590164,0.028688524590163935
