Status_Data,Claim_Data,Price_Rating,Transaction_Data,Updated_Review_Count,Updated_Rating
FALSE,TRUE,2,"pickup, delivery",94,4.5
FALSE,TRUE,nan,nan,18,3.5
FALSE,TRUE,nan,nan,187,3
FALSE,TRUE,nan,nan,16,3
FALSE,TRUE,2,delivery,34,4.5
TRUE,TRUE,2,"delivery, pickup",242,3.5
TRUE,TRUE,nan,nan,47,4.5
FALSE,TRUE,3,delivery,168,4
FALSE,TRUE,1,nan,94,3.5
FALSE,TRUE,2,nan,30,3
FALSE,TRUE,nan,nan,58,3
FALSE,TRUE,nan,nan,9,4.5
FALSE,TRUE,nan,nan,29,3.5
FALSE,TRUE,2,"delivery, pickup",39,3
FALSE,TRUE,2,"pickup, delivery",144,4
FALSE,FALSE,nan,nan,75,4
FALSE,TRUE,3,nan,362,4
FALSE,TRUE,2,nan,40,4
FALSE,TRUE,nan,"delivery, pickup",52,4
TRUE,FALSE,1,delivery,70,3.5
FALSE,TRUE,2,nan,150,3.5
FALSE,TRUE,2,nan,29,5
FALSE,TRUE,nan,nan,43,4.5
FALSE,TRUE,nan,nan,94,2.5
TRUE,FALSE,nan,nan,13,4.5
TRUE,TRUE,nan,nan,9,4.5
FALSE,TRUE,2,nan,125,4
FALSE,TRUE,2,"pickup, delivery",363,4
FALSE,TRUE,2,"pickup, delivery",393,4
FALSE,TRUE,3,"delivery, pickup",218,3.5
FALSE,TRUE,2,nan,68,3
FALSE,TRUE,1,"delivery, pickup",148,2.5
FALSE,TRUE,1,"delivery, pickup",253,3.5
FALSE,FALSE,1,"delivery, pickup",93,4
TRUE,TRUE,nan,nan,29,2.5
FALSE,TRUE,2,delivery,149,3
FALSE,TRUE,2,nan,43,4
FALSE,TRUE,2,"delivery, pickup",134,4
FALSE,TRUE,2,delivery,289,3.5
FALSE,TRUE,3,delivery,401,4
FALSE,TRUE,2,nan,356,3
FALSE,TRUE,nan,nan,38,4
FALSE,TRUE,nan,nan,10,5
TRUE,TRUE,1,delivery,171,2.5
FALSE,TRUE,2,nan,301,4
FALSE,TRUE,2,nan,25,1.5
FALSE,TRUE,2,delivery,69,3.5
FALSE,TRUE,2,delivery,264,3.5
FALSE,TRUE,nan,nan,14,1.5
TRUE,TRUE,nan,delivery,28,4.5
FALSE,TRUE,2,"delivery, pickup",91,3
FALSE,TRUE,2,delivery,568,4.5
FALSE,FALSE,nan,nan,25,5
FALSE,TRUE,2,delivery,294,4
FALSE,TRUE,2,nan,80,4.5
TRUE,TRUE,2,nan,29,2
FALSE,TRUE,nan,nan,56,4.5
FALSE,TRUE,nan,nan,44,5
FALSE,TRUE,nan,"delivery, pickup",28,3.5
FALSE,TRUE,nan,nan,34,5
FALSE,TRUE,2,nan,178,3
FALSE,TRUE,nan,nan,28,4.5
FALSE,TRUE,nan,nan,171,1.5
FALSE,FALSE,2,nan,185,3.5
FALSE,TRUE,nan,nan,37,5
TRUE,TRUE,2,"pickup, delivery",116,4
FALSE,TRUE,2,nan,28,5
FALSE,TRUE,nan,nan,32,4
FALSE,TRUE,nan,nan,201,3
FALSE,TRUE,2,"pickup, delivery",68,4.5
FALSE,FALSE,1,delivery,30,4
FALSE,TRUE,1,"delivery, pickup",204,3
TRUE,TRUE,2,"pickup, delivery",47,3
FALSE,TRUE,2,nan,117,4.5
FALSE,TRUE,nan,nan,84,3
FALSE,FALSE,2,nan,48,3.5
FALSE,TRUE,2,nan,56,2.5
FALSE,FALSE,2,delivery,48,4
FALSE,TRUE,1,nan,448,3
FALSE,TRUE,2,nan,59,3.5
FALSE,TRUE,1,"pickup, delivery",311,4.5
FALSE,TRUE,nan,nan,46,4
FALSE,TRUE,2,"pickup, delivery",256,4
FALSE,TRUE,nan,nan,9,3
FALSE,TRUE,1,"delivery, pickup",39,4.5
FALSE,TRUE,2,"delivery, pickup",614,3.5
FALSE,TRUE,nan,nan,269,1.5
FALSE,TRUE,1,delivery,187,4
FALSE,TRUE,2,nan,109,4.5
FALSE,FALSE,2,nan,65,4
FALSE,TRUE,2,"delivery, pickup",196,3.5
FALSE,TRUE,1,"pickup, delivery",101,3.5
FALSE,TRUE,nan,nan,68,5
FALSE,TRUE,1,delivery,59,3
FALSE,TRUE,2,nan,190,3.5
TRUE,TRUE,2,"delivery, pickup",313,4
FALSE,FALSE,1,delivery,116,4.5
FALSE,TRUE,3,delivery,280,4
FALSE,TRUE,1,"pickup, delivery",109,3.5
FALSE,TRUE,nan,nan,54,2.5
FALSE,TRUE,nan,nan,38,4
FALSE,TRUE,nan,nan,31,3
TRUE,TRUE,1,nan,26,4
FALSE,TRUE,3,nan,85,3.5
FALSE,TRUE,2,nan,121,4
FALSE,TRUE,nan,nan,81,2
TRUE,TRUE,2,delivery,29,4
FALSE,TRUE,2,"pickup, delivery",562,4
FALSE,TRUE,nan,nan,16,5
FALSE,TRUE,2,"pickup, delivery",313,4.5
FALSE,TRUE,nan,nan,8,5
FALSE,TRUE,nan,nan,130,4.5
FALSE,TRUE,2,"delivery, pickup",64,4.5
FALSE,TRUE,nan,nan,148,4.5
FALSE,TRUE,2,delivery,529,4
FALSE,TRUE,nan,nan,24,2
FALSE,FALSE,nan,nan,35,2
FALSE,FALSE,nan,nan,10,1.5
TRUE,TRUE,nan,"delivery, pickup",40,3.5
FALSE,TRUE,nan,"delivery, pickup",81,4
FALSE,TRUE,2,"pickup, delivery",872,4
FALSE,TRUE,2,nan,643,4.5
FALSE,TRUE,2,"delivery, pickup",15,3
FALSE,TRUE,2,nan,176,2.5
FALSE,TRUE,2,"delivery, pickup",107,4
FALSE,TRUE,2,"delivery, pickup",85,3.5
FALSE,TRUE,nan,nan,33,4
FALSE,TRUE,2,delivery,39,4.5
FALSE,FALSE,2,delivery,33,4
FALSE,TRUE,2,nan,35,3.5
TRUE,TRUE,nan,nan,19,4
FALSE,TRUE,nan,nan,14,4
FALSE,TRUE,2,"pickup, delivery",140,3.5
FALSE,TRUE,1,nan,79,4.5
FALSE,TRUE,2,nan,40,4.5
FALSE,TRUE,nan,nan,11,5
FALSE,TRUE,nan,"delivery, pickup",34,4.5
FALSE,TRUE,1,delivery,40,2
FALSE,TRUE,nan,"delivery, pickup",53,3.5
FALSE,TRUE,1,"delivery, pickup",55,4.5
FALSE,TRUE,2,delivery,30,3.5
FALSE,TRUE,2,"pickup, delivery",110,4
FALSE,TRUE,nan,nan,98,4.5
FALSE,TRUE,nan,nan,65,2
FALSE,TRUE,1,delivery,51,4.5
FALSE,TRUE,2,nan,63,4.5
FALSE,TRUE,nan,nan,10,5
FALSE,TRUE,2,delivery,127,4.5
FALSE,TRUE,1,"delivery, pickup",121,4.5
FALSE,TRUE,4,nan,14,4.5
FALSE,TRUE,2,delivery,126,4
FALSE,TRUE,3,"delivery, pickup",302,4
FALSE,TRUE,nan,nan,68,2
FALSE,TRUE,1,"delivery, pickup",117,4
FALSE,TRUE,nan,"pickup, delivery",63,4
FALSE,TRUE,nan,nan,253,5
TRUE,TRUE,1,"delivery, pickup",140,4
FALSE,TRUE,2,nan,68,4
FALSE,TRUE,2,"delivery, pickup",260,3.5
FALSE,TRUE,1,delivery,57,3.5
FALSE,TRUE,1,delivery,49,1.5
FALSE,TRUE,nan,nan,62,3.5
FALSE,TRUE,1,"delivery, pickup",84,3
FALSE,TRUE,2,"delivery, pickup",69,4
FALSE,TRUE,2,nan,68,3.5
TRUE,TRUE,nan,delivery,16,5
FALSE,TRUE,2,delivery,1589,3.5
FALSE,TRUE,2,nan,77,4.5
FALSE,TRUE,nan,nan,43,5
FALSE,TRUE,2,delivery,116,3.5
FALSE,TRUE,nan,nan,92,5
FALSE,FALSE,2,delivery,45,4
FALSE,FALSE,2,nan,57,3
FALSE,TRUE,2,"delivery, pickup",171,3.5
FALSE,TRUE,2,delivery,90,4
FALSE,TRUE,2,nan,30,4.5
FALSE,TRUE,nan,nan,27,3.5
TRUE,TRUE,nan,delivery,13,4
FALSE,TRUE,2,nan,91,3
FALSE,TRUE,1,delivery,313,2.5
FALSE,TRUE,2,"delivery, pickup",467,3
FALSE,TRUE,3,"delivery, pickup",324,3.5
TRUE,TRUE,1,"pickup, delivery",143,4.5
FALSE,TRUE,2,"delivery, pickup",203,3
FALSE,TRUE,2,"delivery, pickup",130,3.5
TRUE,FALSE,2,delivery,452,4
FALSE,TRUE,3,delivery,507,4
FALSE,TRUE,2,nan,204,5
FALSE,TRUE,nan,nan,62,3.5
FALSE,TRUE,nan,nan,31,5
FALSE,TRUE,1,nan,33,4.5
FALSE,TRUE,2,"pickup, delivery",215,4
FALSE,TRUE,2,nan,58,3.5
FALSE,TRUE,1,delivery,46,3.5
FALSE,TRUE,nan,"delivery, pickup",14,4.5
FALSE,TRUE,2,"delivery, pickup",109,3
FALSE,TRUE,2,delivery,128,4
FALSE,TRUE,nan,nan,164,2.5
FALSE,TRUE,2,nan,135,3.5
FALSE,FALSE,3,nan,28,3.5
FALSE,TRUE,1,"delivery, pickup",313,4
FALSE,TRUE,nan,nan,235,4
FALSE,TRUE,2,"pickup, delivery",103,3
FALSE,TRUE,1,"delivery, pickup",99,3.5
FALSE,TRUE,2,"delivery, pickup",308,3
FALSE,TRUE,2,nan,398,4.5
FALSE,TRUE,1,"delivery, pickup",73,4
FALSE,TRUE,2,"delivery, pickup",205,4.5
FALSE,TRUE,1,delivery,71,3.5
FALSE,TRUE,2,"pickup, delivery",557,4
FALSE,TRUE,nan,nan,47,3.5
FALSE,TRUE,3,nan,16,4.5
FALSE,TRUE,nan,nan,141,3
FALSE,TRUE,1,"delivery, pickup",314,2.5
FALSE,TRUE,1,nan,59,5
FALSE,TRUE,2,delivery,668,3.5
FALSE,TRUE,2,delivery,488,2.5
FALSE,TRUE,2,"pickup, delivery",538,3.5
FALSE,FALSE,1,delivery,121,3.5
FALSE,FALSE,1,delivery,69,4
FALSE,TRUE,nan,"delivery, pickup",36,4.5
TRUE,TRUE,2,nan,49,4
FALSE,TRUE,nan,"pickup, delivery",14,2.5
FALSE,TRUE,3,nan,275,2.5
FALSE,TRUE,2,nan,98,4
FALSE,TRUE,nan,nan,59,4.5
FALSE,TRUE,2,"delivery, pickup",335,4
FALSE,TRUE,2,"delivery, pickup",74,3.5
FALSE,TRUE,2,delivery,212,4
FALSE,TRUE,1,"delivery, pickup",247,3.5
FALSE,TRUE,2,nan,217,4.5
FALSE,TRUE,nan,delivery,24,3.5
FALSE,FALSE,1,"pickup, delivery",309,4.5
FALSE,TRUE,3,nan,73,4
FALSE,TRUE,2,"delivery, pickup",75,2.5
FALSE,FALSE,1,"delivery, pickup",217,3.5
FALSE,TRUE,1,delivery,108,3.5
FALSE,TRUE,2,nan,137,4.5
FALSE,TRUE,1,nan,42,5
FALSE,TRUE,1,delivery,51,4
FALSE,TRUE,nan,nan,13,5
FALSE,TRUE,2,nan,129,2
FALSE,TRUE,1,"pickup, delivery",96,4
FALSE,TRUE,1,delivery,50,4
FALSE,TRUE,1,delivery,120,4
FALSE,TRUE,nan,nan,38,4.5
FALSE,TRUE,2,nan,14,3
FALSE,TRUE,nan,nan,126,5
FALSE,FALSE,nan,nan,17,4
FALSE,TRUE,2,nan,543,4
FALSE,TRUE,2,"delivery, restaurant_reservation, pickup",233,2
FALSE,TRUE,nan,nan,74,3.5
FALSE,TRUE,2,delivery,106,4.5
FALSE,TRUE,1,"delivery, pickup",446,4.5
FALSE,TRUE,1,delivery,526,4.5
FALSE,TRUE,nan,nan,175,4
FALSE,TRUE,nan,"pickup, delivery",32,4
FALSE,TRUE,2,"delivery, pickup",107,4
FALSE,FALSE,1,"pickup, delivery",175,3.5
FALSE,TRUE,nan,nan,23,4
FALSE,TRUE,3,nan,185,4.5
FALSE,TRUE,2,"delivery, pickup",367,3
FALSE,TRUE,2,delivery,99,4
FALSE,TRUE,2,"delivery, pickup",280,4
TRUE,TRUE,1,delivery,44,3
FALSE,FALSE,nan,nan,43,1.5
FALSE,TRUE,nan,"delivery, pickup",103,3.5
FALSE,TRUE,2,delivery,904,4
FALSE,TRUE,3,nan,132,4
FALSE,TRUE,2,nan,32,4
FALSE,TRUE,2,"pickup, delivery",464,4
FALSE,TRUE,nan,nan,47,4.5
FALSE,TRUE,2,nan,75,5
FALSE,TRUE,nan,nan,15,3.5
FALSE,TRUE,2,"delivery, pickup",140,3.5
TRUE,TRUE,2,"pickup, delivery",181,3.5
FALSE,TRUE,2,"delivery, pickup",609,3.5
FALSE,TRUE,1,delivery,44,2.5
TRUE,TRUE,1,nan,91,4.5
FALSE,TRUE,1,delivery,196,4
FALSE,TRUE,1,"delivery, pickup",92,4.5
FALSE,TRUE,nan,nan,24,5
FALSE,TRUE,2,nan,56,5
FALSE,TRUE,2,delivery,192,4.5
FALSE,TRUE,nan,nan,35,2.5
FALSE,TRUE,1,"pickup, delivery",171,3.5
FALSE,TRUE,2,nan,74,2.5
FALSE,FALSE,nan,nan,63,4
TRUE,TRUE,1,delivery,50,4
FALSE,TRUE,nan,nan,16,4
FALSE,TRUE,1,delivery,71,4
TRUE,TRUE,2,"pickup, delivery",244,3.5
FALSE,TRUE,2,"delivery, pickup",36,2.5
FALSE,TRUE,1,delivery,26,4.5
TRUE,TRUE,2,"pickup, delivery",229,4
FALSE,TRUE,2,nan,48,4.5
FALSE,TRUE,nan,nan,11,5
FALSE,TRUE,nan,"pickup, delivery",62,4
FALSE,TRUE,2,nan,104,5
FALSE,TRUE,2,nan,144,4.5
FALSE,TRUE,2,"pickup, delivery",622,4
FALSE,TRUE,2,nan,28,3.5
FALSE,TRUE,1,"delivery, pickup",81,3.5
FALSE,TRUE,2,nan,115,1.5
FALSE,TRUE,3,nan,99,3.5
FALSE,TRUE,2,"delivery, pickup",70,4.5
FALSE,TRUE,2,delivery,217,4
FALSE,TRUE,2,"delivery, pickup",180,3.5
FALSE,TRUE,nan,nan,12,4.5
FALSE,TRUE,2,"delivery, pickup",108,4
FALSE,TRUE,2,"delivery, pickup",165,4
FALSE,TRUE,nan,nan,111,4.5
FALSE,TRUE,1,"pickup, delivery",222,4
FALSE,TRUE,2,"delivery, pickup",248,3.5
FALSE,TRUE,2,"delivery, pickup",198,3
FALSE,FALSE,nan,"pickup, delivery",9,5
FALSE,TRUE,2,"delivery, pickup",85,3.5
FALSE,TRUE,2,delivery,232,3.5
FALSE,TRUE,nan,nan,36,4
TRUE,TRUE,2,delivery,42,3.5
FALSE,TRUE,2,nan,217,2
FALSE,TRUE,nan,nan,32,4.5
FALSE,TRUE,nan,nan,18,1.5
FALSE,TRUE,nan,nan,21,3
FALSE,TRUE,1,nan,49,3.5
FALSE,TRUE,nan,nan,14,3.5
FALSE,TRUE,2,"pickup, delivery",150,4
FALSE,TRUE,1,"pickup, delivery",89,3
FALSE,TRUE,2,"delivery, pickup",351,4
FALSE,TRUE,2,"delivery, pickup",58,2
FALSE,TRUE,2,"pickup, delivery",120,3
FALSE,TRUE,2,delivery,1724,4
FALSE,TRUE,nan,nan,25,3.5
FALSE,FALSE,1,"delivery, pickup",104,4
FALSE,TRUE,nan,nan,31,2.5
FALSE,TRUE,3,"delivery, pickup",469,4.5
FALSE,TRUE,nan,nan,43,5
FALSE,TRUE,1,nan,81,4.5
FALSE,TRUE,1,"delivery, pickup",51,2.5
FALSE,TRUE,1,delivery,82,3
FALSE,TRUE,2,nan,243,2
FALSE,TRUE,2,nan,37,3.5
FALSE,TRUE,1,delivery,19,2
FALSE,TRUE,nan,nan,161,2.5
FALSE,TRUE,2,"pickup, delivery",282,3.5
FALSE,TRUE,nan,nan,32,5
FALSE,TRUE,2,nan,71,2.5
FALSE,TRUE,1,"pickup, delivery",95,4
FALSE,TRUE,2,pickup,55,3
FALSE,TRUE,nan,nan,11,5
FALSE,TRUE,1,nan,33,3.5
FALSE,TRUE,nan,nan,87,2.5
FALSE,TRUE,nan,nan,89,4.5
FALSE,TRUE,nan,nan,88,5
FALSE,TRUE,2,nan,264,4.5
FALSE,TRUE,2,delivery,516,4
TRUE,TRUE,2,"delivery, pickup",22,4.5
FALSE,TRUE,2,nan,39,4.5
FALSE,TRUE,2,nan,113,4
FALSE,TRUE,2,delivery,131,3.5
FALSE,FALSE,nan,"delivery, pickup",44,4.5
FALSE,TRUE,nan,nan,224,5
FALSE,TRUE,nan,"delivery, pickup",44,5
FALSE,TRUE,2,"delivery, pickup",146,2.5
FALSE,TRUE,2,"delivery, pickup",139,3.5
FALSE,TRUE,nan,nan,107,4
FALSE,TRUE,1,delivery,99,3.5
FALSE,TRUE,2,delivery,42,5
FALSE,TRUE,nan,nan,10,1.5
FALSE,FALSE,nan,nan,24,4
FALSE,TRUE,nan,nan,170,3
FALSE,TRUE,1,delivery,843,4
FALSE,TRUE,nan,nan,27,4.5
FALSE,TRUE,nan,nan,56,3.5
FALSE,TRUE,nan,nan,14,3
FALSE,TRUE,2,"delivery, pickup",29,3
TRUE,TRUE,2,"pickup, delivery",153,3
FALSE,TRUE,nan,nan,42,3
FALSE,TRUE,nan,nan,55,2.5
FALSE,TRUE,nan,nan,27,5
FALSE,TRUE,2,nan,46,3.5
FALSE,TRUE,1,"pickup, delivery",75,3
FALSE,TRUE,nan,delivery,12,4.5
FALSE,TRUE,1,nan,30,3
FALSE,TRUE,2,delivery,87,4
FALSE,FALSE,2,delivery,51,4
FALSE,TRUE,2,nan,43,3.5
TRUE,TRUE,2,"pickup, delivery",55,4.5
FALSE,TRUE,1,"pickup, delivery",65,4
FALSE,TRUE,1,nan,115,4
FALSE,TRUE,2,nan,119,3
FALSE,TRUE,nan,nan,91,3.5
FALSE,TRUE,2,nan,79,4.5
FALSE,TRUE,nan,nan,93,3.5
FALSE,TRUE,nan,nan,44,3.5
FALSE,TRUE,2,delivery,404,3.5
FALSE,TRUE,nan,nan,24,3.5
FALSE,TRUE,nan,nan,32,5
FALSE,TRUE,nan,nan,62,4.5
FALSE,TRUE,nan,nan,166,2.5
FALSE,TRUE,1,"pickup, delivery",64,4.5
FALSE,TRUE,2,delivery,219,4
FALSE,TRUE,1,"pickup, delivery",503,4
TRUE,TRUE,2,"delivery, pickup",295,4
FALSE,TRUE,3,delivery,915,4
FALSE,TRUE,1,"delivery, pickup",40,4
FALSE,TRUE,nan,nan,75,4
FALSE,TRUE,1,"delivery, pickup",67,5
FALSE,TRUE,2,delivery,117,4
FALSE,FALSE,1,nan,130,3
FALSE,TRUE,2,"delivery, pickup",51,2.5
FALSE,TRUE,2,nan,113,4.5
FALSE,TRUE,2,"delivery, pickup",346,4
FALSE,TRUE,nan,nan,67,2.5
FALSE,TRUE,nan,nan,78,3
FALSE,TRUE,nan,nan,11,5
FALSE,TRUE,2,nan,35,1.5
FALSE,TRUE,nan,nan,53,3.5
FALSE,TRUE,2,"delivery, pickup",53,4.5
FALSE,TRUE,nan,nan,15,4
FALSE,TRUE,2,delivery,168,4
FALSE,TRUE,1,"delivery, pickup",34,1.5
FALSE,TRUE,2,"pickup, delivery",120,3.5
FALSE,TRUE,2,nan,128,3
FALSE,TRUE,2,nan,34,4.5
FALSE,TRUE,2,nan,56,4
FALSE,TRUE,nan,nan,210,2
FALSE,TRUE,2,"restaurant_reservation, delivery, pickup",997,4
FALSE,TRUE,2,"delivery, pickup",280,4
FALSE,TRUE,1,nan,118,3.5
FALSE,TRUE,1,"delivery, pickup",148,4.5
FALSE,TRUE,2,delivery,112,4
FALSE,TRUE,2,nan,40,4
FALSE,FALSE,1,delivery,220,4
FALSE,TRUE,2,nan,38,2.5
FALSE,TRUE,2,"pickup, delivery",222,4
FALSE,TRUE,nan,nan,17,5
FALSE,TRUE,1,"delivery, pickup",124,3.5
FALSE,TRUE,nan,nan,58,5
TRUE,TRUE,2,delivery,109,3.5
FALSE,TRUE,2,"delivery, pickup",987,4
FALSE,TRUE,nan,nan,32,3.5
FALSE,TRUE,2,delivery,26,3
FALSE,TRUE,2,delivery,259,4
FALSE,TRUE,2,"delivery, pickup",318,3.5
FALSE,TRUE,2,"delivery, pickup",272,3.5
FALSE,TRUE,1,"pickup, delivery",50,4.5
FALSE,TRUE,nan,nan,205,3.5
FALSE,TRUE,2,"pickup, delivery",104,4.5
FALSE,TRUE,2,nan,48,3.5
FALSE,TRUE,2,delivery,162,3.5
FALSE,TRUE,nan,nan,21,4.5
FALSE,FALSE,1,"delivery, pickup",32,2.5
TRUE,FALSE,2,"delivery, pickup",46,3
FALSE,TRUE,nan,nan,135,3.5
FALSE,TRUE,nan,nan,54,4
FALSE,TRUE,2,nan,87,5
FALSE,FALSE,nan,nan,23,2
FALSE,FALSE,nan,nan,46,3
TRUE,FALSE,1,nan,248,4
FALSE,TRUE,1,delivery,17,2.5
FALSE,TRUE,nan,"delivery, pickup",42,4.5
FALSE,TRUE,2,delivery,59,3.5
TRUE,TRUE,1,"pickup, delivery",212,4
TRUE,TRUE,2,nan,56,3.5
FALSE,TRUE,1,"pickup, delivery",56,4
FALSE,TRUE,1,delivery,57,1.5
FALSE,TRUE,2,delivery,213,3.5
FALSE,FALSE,nan,"pickup, delivery",10,3.5
FALSE,TRUE,nan,nan,37,4
FALSE,TRUE,nan,nan,16,5
FALSE,TRUE,nan,nan,236,2.5
FALSE,TRUE,nan,nan,25,4
FALSE,TRUE,nan,nan,28,1.5
FALSE,TRUE,1,nan,191,3.5
FALSE,TRUE,2,nan,51,4.5
FALSE,TRUE,1,"pickup, delivery",202,4.5
FALSE,TRUE,1,delivery,69,3
FALSE,TRUE,2,"pickup, delivery",96,4.5
FALSE,TRUE,nan,nan,32,3.5
FALSE,TRUE,nan,nan,35,5
FALSE,TRUE,1,delivery,307,4
FALSE,TRUE,2,nan,51,2
FALSE,TRUE,2,delivery,585,4.5
FALSE,TRUE,2,delivery,36,4.5
FALSE,TRUE,2,nan,61,5
FALSE,TRUE,2,"pickup, delivery",135,4
TRUE,TRUE,nan,nan,7,4.5
FALSE,TRUE,1,nan,43,3
FALSE,TRUE,3,"pickup, delivery",337,4
FALSE,TRUE,1,"pickup, delivery",113,4
FALSE,TRUE,2,nan,45,4.5
FALSE,TRUE,2,"delivery, pickup",92,2.5
FALSE,TRUE,2,nan,115,2.5
FALSE,TRUE,nan,nan,58,3.5
FALSE,TRUE,2,delivery,57,4.5
FALSE,TRUE,2,"delivery, pickup",552,3
FALSE,TRUE,2,"pickup, delivery",93,4
FALSE,TRUE,2,"pickup, delivery",888,4
FALSE,TRUE,3,delivery,269,4
FALSE,TRUE,nan,nan,54,4
FALSE,TRUE,2,"pickup, delivery",57,4
FALSE,TRUE,nan,nan,8,2.5
FALSE,FALSE,1,delivery,282,4
FALSE,TRUE,2,delivery,190,4
FALSE,TRUE,2,nan,41,4.5
TRUE,TRUE,2,nan,65,4
TRUE,TRUE,nan,nan,15,4.5
FALSE,TRUE,1,"pickup, delivery",117,4
TRUE,TRUE,1,"delivery, pickup",118,4
FALSE,TRUE,1,delivery,58,4.5
FALSE,TRUE,nan,nan,1600,3
FALSE,TRUE,nan,nan,51,5
FALSE,TRUE,nan,nan,269,3.5
FALSE,TRUE,2,nan,47,5
FALSE,TRUE,1,delivery,95,5
FALSE,FALSE,nan,nan,10,4
FALSE,TRUE,nan,nan,45,3
FALSE,TRUE,nan,nan,59,4.5
FALSE,TRUE,nan,"delivery, pickup",54,4
TRUE,TRUE,nan,nan,130,4.5
FALSE,TRUE,nan,nan,53,5
FALSE,TRUE,nan,nan,35,4.5
FALSE,TRUE,3,delivery,601,4
FALSE,TRUE,nan,delivery,39,4.5
TRUE,TRUE,nan,"pickup, delivery",8,3
FALSE,TRUE,2,delivery,390,3.5
FALSE,TRUE,2,delivery,146,4.5
FALSE,TRUE,2,nan,59,3.5
FALSE,TRUE,nan,nan,36,3
FALSE,TRUE,2,nan,45,3.5
FALSE,TRUE,2,nan,85,3.5
FALSE,TRUE,3,delivery,48,4
FALSE,TRUE,1,delivery,41,4
FALSE,TRUE,nan,nan,11,1.5
FALSE,TRUE,2,"pickup, delivery",252,4
FALSE,TRUE,2,nan,33,3
FALSE,TRUE,1,nan,374,3.5
FALSE,TRUE,nan,nan,26,4.5
TRUE,TRUE,2,"delivery, pickup",123,3
FALSE,TRUE,2,"delivery, pickup",41,3.5
FALSE,TRUE,2,nan,25,2.5
TRUE,FALSE,2,delivery,99,3.5
FALSE,TRUE,2,delivery,134,4
FALSE,TRUE,2,"pickup, delivery",99,4
FALSE,TRUE,3,nan,81,2
FALSE,TRUE,2,nan,55,2.5
FALSE,TRUE,nan,delivery,45,5
FALSE,TRUE,2,"delivery, pickup",182,3.5
FALSE,TRUE,2,delivery,862,4
FALSE,TRUE,nan,nan,193,1.5
FALSE,TRUE,1,delivery,46,2
FALSE,FALSE,1,delivery,76,4
FALSE,TRUE,2,nan,93,5
FALSE,TRUE,nan,nan,37,2
FALSE,TRUE,2,nan,362,4
TRUE,TRUE,2,delivery,399,4.5
FALSE,TRUE,2,"delivery, pickup",69,3.5
FALSE,TRUE,2,"delivery, pickup",87,4
FALSE,TRUE,2,"pickup, delivery",161,4
FALSE,TRUE,4,nan,49,2.5
FALSE,TRUE,1,"delivery, pickup",462,4
FALSE,TRUE,2,nan,28,2
FALSE,TRUE,2,nan,33,4
FALSE,TRUE,1,nan,54,3
FALSE,TRUE,nan,nan,62,3
FALSE,TRUE,2,delivery,229,4
FALSE,TRUE,2,nan,33,4.5
FALSE,TRUE,1,"pickup, delivery",202,4.5
FALSE,TRUE,nan,"pickup, delivery",30,3
FALSE,TRUE,1,delivery,55,4.5
TRUE,FALSE,2,delivery,77,3.5
FALSE,TRUE,2,delivery,266,3.5
FALSE,TRUE,3,nan,106,4.5
FALSE,TRUE,nan,nan,32,5
TRUE,TRUE,1,delivery,192,4
FALSE,TRUE,2,nan,134,4.5
FALSE,TRUE,2,nan,52,5
FALSE,TRUE,nan,nan,34,3
FALSE,TRUE,1,delivery,242,4
FALSE,TRUE,nan,nan,20,5
FALSE,TRUE,2,delivery,200,4
FALSE,TRUE,nan,nan,43,5
FALSE,TRUE,1,delivery,53,5
FALSE,TRUE,2,nan,78,2
FALSE,TRUE,2,nan,128,3
FALSE,TRUE,2,nan,29,2
FALSE,TRUE,nan,nan,36,5
FALSE,TRUE,1,delivery,55,1.5
FALSE,TRUE,1,"delivery, pickup",46,3.5
FALSE,TRUE,nan,nan,112,1
FALSE,TRUE,1,delivery,26,4.5
FALSE,TRUE,nan,nan,155,2
FALSE,FALSE,3,nan,141,2.5
FALSE,TRUE,2,nan,49,3.5
FALSE,TRUE,2,delivery,95,3
FALSE,TRUE,1,"delivery, pickup",88,3.5
TRUE,TRUE,2,"delivery, pickup",353,3.5
FALSE,TRUE,nan,"pickup, delivery",39,4
FALSE,TRUE,1,delivery,25,4
FALSE,TRUE,nan,nan,26,4
FALSE,TRUE,2,nan,92,3.5
FALSE,FALSE,2,nan,46,2
FALSE,TRUE,2,"delivery, pickup",432,4
FALSE,TRUE,nan,"pickup, delivery",8,4
FALSE,TRUE,1,"delivery, pickup",279,4
FALSE,TRUE,nan,nan,32,3.5
TRUE,TRUE,nan,nan,43,4.5
FALSE,TRUE,2,delivery,136,4
FALSE,FALSE,1,"pickup, delivery",38,3.5
FALSE,TRUE,nan,delivery,8,3
FALSE,TRUE,nan,nan,35,2.5
FALSE,TRUE,2,nan,47,5
FALSE,TRUE,2,delivery,421,3
FALSE,FALSE,2,delivery,69,4
FALSE,TRUE,nan,nan,44,5
FALSE,TRUE,2,"delivery, pickup",390,4
FALSE,TRUE,2,nan,149,4.5
FALSE,FALSE,1,"delivery, pickup",170,2.5
FALSE,TRUE,1,delivery,67,2.5
FALSE,TRUE,2,nan,22,4.5
TRUE,TRUE,nan,nan,91,2.5
FALSE,TRUE,nan,nan,18,5
FALSE,TRUE,1,"delivery, pickup",242,4
FALSE,TRUE,nan,nan,66,3.5
